Task,Input,Epoch,Train Loss,Validation Loss,F1-Score (Classification),Learning Rate,Time
Embedding Regression,channel_emb,1,659.6838906329612,646.3268218662428,-,0.001,1753683994
Embedding Regression,channel_emb,2,639.4026046421217,627.4377255647079,-,0.001,1753683998
Embedding Regression,channel_emb,3,617.5153626151707,607.0214780724567,-,0.001,1753684003
Embedding Regression,channel_emb,4,597.8060574738876,580.0462588434634,-,0.001,1753684007
Embedding Regression,channel_emb,5,569.4632873535156,557.0462026181428,-,0.001,1753684012
Embedding Regression,channel_emb,6,540.0187986622686,529.4606840714165,-,0.001,1753684016
Embedding Regression,channel_emb,7,515.1824552287226,510.9868178989576,-,0.001,1753684021
Embedding Regression,channel_emb,8,493.7016196872877,490.8988159013831,-,0.001,1753684025
Embedding Regression,channel_emb,9,478.71781908947486,472.5491923456607,-,0.001,1753684030
Embedding Regression,channel_emb,10,455.18395693405813,451.4319906649382,-,0.001,1753684034
Embedding Regression,channel_emb,11,431.5018483866816,435.11166390128756,-,0.001,1753684039
Embedding Regression,channel_emb,12,412.34901158706003,412.6859413644542,-,0.001,1753684043
Embedding Regression,channel_emb,13,403.7836177660071,403.3561654298202,-,0.001,1753684048
Embedding Regression,channel_emb,14,387.8599690147068,388.41261913465416,-,0.001,1753684053
Embedding Regression,channel_emb,15,371.3001990110978,372.319235469984,-,0.001,1753684057
Embedding Regression,channel_emb,16,358.29026421256685,356.8281490906425,-,0.001,1753684062
Embedding Regression,channel_emb,17,342.85755750407344,342.6141121905783,-,0.001,1753684066
Embedding Regression,channel_emb,18,342.23396885913354,336.9965506843899,-,0.001,1753684072
Embedding Regression,channel_emb,19,319.0994457576586,319.9772374111673,-,0.001,1753684077
Embedding Regression,channel_emb,20,319.34596152927566,314.80010517783785,-,0.0008,1753684081
